borough_id,nbhd,name,transaction_volume,property_count,average_sale_price
5,DONGAN HILLS-COLONY,Staten Island,48,45,754828.875
5,DONGAN HILLS-OLD TOWN,Staten Island,5,5,326200
4,DOUGLASTON,Queens,204,140,698156.3235
3,DOWNTOWN-FULTON FERRY,Brooklyn,198,193,2156305.596
3,DOWNTOWN-FULTON MALL,Brooklyn,207,187,2090641.111
3,DOWNTOWN-METROTECH,Brooklyn,115,82,6387415.391
3,DYKER HEIGHTS,Brooklyn,169,167,1069982.361
4,EAST ELMHURST,Queens,171,163,1261981.766
3,EAST NEW YORK,Brooklyn,687,638,647479.1674
2,EAST RIVER, Bronx,1,1,11200000
2,EAST TREMONT, Bronx,102,87,1248520.225
1,EAST VILLAGE,Manhattan,134,94,3064281.851
4,ELMHURST,Queens,461,360,869639.8525
5,ELTINGVILLE,Staten Island,282,274,540472.6702
5,EMERSON HILL,Staten Island,16,16,802562.5
4,FAR ROCKAWAY,Queens,266,251,1142671.117
1,FASHION,Manhattan,68,59,9045630.074
2,FIELDSTON, Bronx,42,24,927645.5952
1,FINANCIAL,Manhattan,450,428,6313312.24
3,FLATBUSH-CENTRAL,Brooklyn,392,302,1096904.074
3,FLATBUSH-EAST,Brooklyn,553,479,644239.3309
3,FLATBUSH-LEFFERTS GARDEN,Brooklyn,110,87,1444580.364
3,FLATBUSH-NORTH,Brooklyn,236,214,744007.2712
1,FLATIRON,Manhattan,414,313,4721720.761
3,FLATLANDS,Brooklyn,139,113,437864.518
4,FLORAL PARK,Queens,141,127,581989.6525
4,FLUSHING MEADOW PARK,Queens,14,6,385930
4,FLUSHING-NORTH,Queens,2340,2013,1055495.968
4,FLUSHING-SOUTH,Queens,646,428,567101.9892
2,FORDHAM, Bronx,70,56,2150199.086
4,FOREST HILLS,Queens,867,357,544034.3149
3,FORT GREENE,Brooklyn,158,108,1740473.272
5,FRESH KILLS,Staten Island,1,1,328536
4,FRESH MEADOWS,Queens,101,81,734006.2376
3,GERRITSEN BEACH,Brooklyn,93,89,424224.1075
4,GLEN OAKS,Queens,294,59,416626.8503
4,GLENDALE,Queens,270,219,684205.4481
3,GOWANUS,Brooklyn,114,105,2629551.851
1,GRAMERCY,Manhattan,382,156,1846304.518
5,GRANT CITY,Staten Island,142,131,477421
5,GRASMERE,Staten Island,80,78,572076.8625
3,GRAVESEND,Brooklyn,403,351,845522.4665
5,GREAT KILLS,Staten Island,633,607,518986.6351
5,GREAT KILLS-BAY TERRACE,Staten Island,53,46,510111.7925
3,GREENPOINT,Brooklyn,384,372,1504789.234
1,GREENWICH VILLAGE-CENTRAL,Manhattan,447,192,2718818.192
1,GREENWICH VILLAGE-WEST,Manhattan,459,308,5057360.257
5,GRYMES HILL,Staten Island,69,55,404031.6957
4,HAMMELS,Queens,74,71,521712.0811
1,HARLEM-CENTRAL,Manhattan,595,520,1702804.277
1,HARLEM-EAST,Manhattan,146,125,1901732.651
1,HARLEM-UPPER,Manhattan,122,105,1776595.311
1,HARLEM-WEST,Manhattan,35,27,2534455.714
2,HIGHBRIDGE/MORRIS HEIGHTS, Bronx,111,92,1847445.883
4,HILLCREST,Queens,104,73,459803.7019
4,HOLLIS,Queens,338,313,800719.1154
4,HOLLIS HILLS,Queens,47,31,658917.0213
4,HOLLISWOOD,Queens,92,43,756071.3587
4,HOWARD BEACH,Queens,413,298,410845.1864
5,HUGUENOT,Staten Island,107,102,697563.0187
2,HUNTS POINT, Bronx,48,44,2551973.021
1,INWOOD,Manhattan,104,57,2850412.115
4,JACKSON HEIGHTS,Queens,739,429,632067.0595
4,JAMAICA,Queens,200,144,798866.61
4,JAMAICA BAY,Queens,12,11,347318.6667
4,JAMAICA ESTATES,Queens,95,91,1004580.4
4,JAMAICA HILLS,Queens,67,55,608244.7463
1,JAVITS CENTER,Manhattan,29,14,5417197.552
3,KENSINGTON,Brooklyn,113,65,1397955.602
4,KEW GARDENS,Queens,254,121,500173.622
2,KINGSBRIDGE HTS/UNIV HTS, Bronx,108,54,824429.3981
2,KINGSBRIDGE/JEROME PARK, Bronx,173,93,946115.7052
1,KIPS BAY,Manhattan,307,243,1979004.091
4,LAURELTON,Queens,260,235,446453.8885
1,LITTLE ITALY,Manhattan,28,27,4812677.75
4,LITTLE NECK,Queens,203,112,619962.8473
5,LIVINGSTON,Staten Island,32,28,487926.2188
4,LONG ISLAND CITY,Queens,398,370,1894345.864
1,LOWER EAST SIDE,Manhattan,252,125,3370367.702
3,MADISON,Brooklyn,303,274,792348.3828
3,MANHATTAN BEACH,Brooklyn,44,42,1280769.5
1,MANHATTAN VALLEY,Manhattan,171,142,2490357.503
5,MANOR HEIGHTS,Staten Island,109,108,588556.1101
3,MARINE PARK,Brooklyn,273,227,561294.6484
5,MARINERS HARBOR,Staten Island,209,199,357195.823
4,MASPETH,Queens,263,244,1266586.996
2,MELROSE/CONCOURSE, Bronx,165,103,2307547.309
4,MIDDLE VILLAGE,Queens,311,302,748830.4373
5,MIDLAND BEACH,Staten Island,264,250,399836.2652
1,MIDTOWN CBD,Manhattan,143,111,25648513.41
1,MIDTOWN EAST,Manhattan,1090,474,2346504.062
1,MIDTOWN WEST,Manhattan,657,512,4710576.347
3,MIDWOOD,Brooklyn,306,239,1141909.533
3,MILL BASIN,Brooklyn,87,86,916881.4368
1,MORNINGSIDE HEIGHTS,Manhattan,64,16,648537.125
2,MORRIS PARK/VAN NEST, Bronx,193,180,582273.057
2,MORRISANIA/LONGWOOD, Bronx,293,273,957416.6997
2,MOTT HAVEN/PORT MORRIS, Bronx,98,95,1779161.714
2,MOUNT HOPE/MOUNT EDEN, Bronx,61,56,2876831.803
1,MURRAY HILL,Manhattan,523,288,2337548.308
3,NAVY YARD,Brooklyn,27,27,1641112.926
4,NEPONSIT,Queens,20,20,1126388
5,NEW BRIGHTON,Staten Island,189,167,424386.5132
5,NEW BRIGHTON-ST. GEORGE,Staten Island,28,19,795910.7143
5,NEW DORP,Staten Island,147,140,532944.7007
5,NEW DORP-BEACH,Staten Island,103,99,366883.0194
5,NEW DORP-HEIGHTS,Staten Island,79,77,651256.1392
5,NEW SPRINGVILLE,Staten Island,384,372,474098.526
4,OAKLAND GARDENS,Queens,327,116,416055.2783
5,OAKWOOD,Staten Island,34,32,587088.8529
5,OAKWOOD-BEACH,Staten Island,61,59,506543.1803
3,OCEAN HILL,Brooklyn,273,255,846457.5458
3,OCEAN PARKWAY-NORTH,Brooklyn,360,256,1043405.731
3,OCEAN PARKWAY-SOUTH,Brooklyn,199,156,1093570.417
3,OLD MILL BASIN,Brooklyn,171,143,529583.9825
4,OZONE PARK,Queens,393,366,681811.3155
3,PARK SLOPE,Brooklyn,619,529,1822249.057
3,PARK SLOPE SOUTH,Brooklyn,135,131,1410896.4
2,PARKCHESTER, Bronx,352,320,291919.8381
2,PELHAM GARDENS, Bronx,47,46,518688.5532
2,PELHAM PARKWAY NORTH, Bronx,108,103,498188.9722
2,PELHAM PARKWAY SOUTH, Bronx,84,55,354987.8929
5,PLEASANT PLAINS,Staten Island,48,46,695360.3125
5,PORT IVORY,Staten Island,46,42,348272.0217
5,PORT RICHMOND,Staten Island,204,195,425600.9118
5,PRINCES BAY,Staten Island,125,125,740997.216
3,PROSPECT HEIGHTS,Brooklyn,391,328,1153951.171
4,QUEENS VILLAGE,Queens,449,377,440854.1448
3,RED HOOK,Brooklyn,64,62,3397042.547
4,REGO PARK,Queens,539,241,766096.9759
4,RICHMOND HILL,Queens,475,454,632754.6695
5,RICHMONDTOWN,Staten Island,63,60,746229.619
5,RICHMONDTOWN-LIGHTHS HILL,Staten Island,9,9,646200
4,RIDGEWOOD,Queens,242,234,913338.8388
2,RIVERDALE, Bronx,611,194,624864.1473
4,ROCKAWAY PARK,Queens,77,64,417615.8571
1,ROOSEVELT ISLAND,Manhattan,49,11,923953.1837
5,ROSEBANK,Staten Island,159,141,474190.6667
4,ROSEDALE,Queens,318,301,732233.1384
5,ROSSVILLE,Staten Island,150,144,544867.1133
5,ROSSVILLE-CHARLESTON,Staten Island,40,39,563494.7
5,ROSSVILLE-PORT MOBIL,Staten Island,5,5,3262350
5,ROSSVILLE-RICHMOND VALLEY,Staten Island,9,9,654322.2222
2,SCHUYLERVILLE/PELHAM BAY, Bronx,170,157,914740.3471
3,SEAGATE,Brooklyn,47,45,719860.0851
3,SHEEPSHEAD BAY,Brooklyn,666,496,772602.6577
5,SILVER LAKE,Staten Island,54,52,533193.5185
4,SO. JAMAICA-BAISLEY PARK,Queens,526,467,506624.7871
1,SOHO,Manhattan,248,192,5012272.532
2,SOUNDVIEW, Bronx,393,345,776873.743
5,SOUTH BEACH,Staten Island,182,176,528086.8681
4,SOUTH JAMAICA,Queens,432,384,446312.4583
4,SOUTH OZONE PARK,Queens,418,390,508679.5167
1,SOUTHBRIDGE,Manhattan,133,63,1845929.338
3,SPRING CREEK,Brooklyn,82,82,503225.2317
4,SPRINGFIELD GARDENS,Queens,432,395,511538.5417
4,ST. ALBANS,Queens,473,423,409222.7167
5,STAPLETON,Staten Island,84,79,505243.9286
5,STAPLETON-CLIFTON,Staten Island,48,46,406191.5
4,SUNNYSIDE,Queens,180,115,804420.9222
5,SUNNYSIDE,Staten Island,38,38,529588.8158
3,SUNSET PARK,Brooklyn,359,344,1509602.649
2,THROGS NECK, Bronx,307,265,529361.4495
5,TODT HILL,Staten Island,37,32,1205548.568
5,TOMPKINSVILLE,Staten Island,43,42,373948.8372
5,TOTTENVILLE,Staten Island,188,184,723133.766
5,TRAVIS,Staten Island,74,73,791802.1351
1,TRIBECA,Manhattan,495,485,3959855.602
1,UPPER EAST SIDE (59-79),Manhattan,1511,727,2524260.377
1,UPPER EAST SIDE (79-96),Manhattan,1427,854,2384701.341
1,UPPER EAST SIDE (96-110),Manhattan,38,23,2201135.658
,UPPER EAST SIDE,Manhattan,992,534.6666667,2370032.459
1,UPPER WEST SIDE (59-79),Manhattan,1259,784,2636331.542
1,UPPER WEST SIDE (79-96),Manhattan,700,396,2308678.2
1,UPPER WEST SIDE (96-116),Manhattan,299,166,1780850.428
,UPPER WEST SIDE,Manhattan,752.6666667,448.6666667,2241953.39
2,VAN CORTLANDT PARK, Bronx,3,1,164966.6667
2,WAKEFIELD, Bronx,174,160,554707.5977
1,WASHINGTON HEIGHTS LOWER,Manhattan,114,71,2523124.5
1,WASHINGTON HEIGHTS UPPER,Manhattan,238,101,1606158.803
5,WEST NEW BRIGHTON,Staten Island,255,247,432497.3098
2,WESTCHESTER, Bronx,101,92,979134.3762
5,WESTERLEIGH,Staten Island,195,192,525159.3128
4,WHITESTONE,Queens,315,243,770720.5778
2,WILLIAMSBRIDGE, Bronx,370,326,510185.6486
3,WILLIAMSBURG-CENTRAL,Brooklyn,115,114,842634.5391
3,WILLIAMSBURG-EAST,Brooklyn,288,283,1674661.045
3,WILLIAMSBURG-NORTH,Brooklyn,345,345,2148596.243
3,WILLIAMSBURG-SOUTH,Brooklyn,242,230,1959518.43
5,WILLOWBROOK,Staten Island,154,150,592568.3442
3,WINDSOR TERRACE,Brooklyn,131,98,1156583.328
4,WOODHAVEN,Queens,309,296,598515.9935
2,WOODLAWN, Bronx,73,49,426541.0274
5,WOODROW,Staten Island,122,120,561496.3934
4,WOODSIDE,Queens,284,145,679142.8556
3,WYCKOFF HEIGHTS,Brooklyn,59,59,1356215.068
